Se envió DHCP_ACK a: [C4-2C-03-E8-D2-FF] con la IP: [192.168.0.101] || FECHA: Thu May 23 12:54:07 COT 2013
Recibido REQUEST de: [C4-2C-03-E8-D2-FF] || FECHA: Thu May 23 12:54:08 COT 2013
Se envió DHCP_ACK a: [C4-2C-03-E8-D2-FF] con la IP: [192.168.0.101] || FECHA: Thu May 23 12:54:08 COT 2013
Recibido REQUEST de: [C4-2C-03-E8-D2-FF] || FECHA: Thu May 23 12:54:16 COT 2013
Se envió DHCP_ACK a: [C4-2C-03-E8-D2-FF] con la IP: [192.168.0.101] || FECHA: Thu May 23 12:54:16 COT 2013
Recibido REQUEST de: [B8-C6-8E-AC-32-46] || FECHA: Thu May 23 12:54:52 COT 2013
Se envió DHCP_ACK a: [B8-C6-8E-AC-32-46] con la IP: [192.168.0.100] || FECHA: Thu May 23 12:54:52 COT 2013
Recibido DISCOVERY de: [C4-2C-03-E8-D2-FF] || FECHA: Thu May 23 12:56:16 COT 2013
Se envió DHCP_OFFFER a: [C4-2C-03-E8-D2-FF] con la IP: [192.168.0.101] || FECHA: Thu May 23 12:56:16 COT 2013
Recibido REQUEST de: [C4-2C-03-E8-D2-FF] || FECHA: Thu May 23 12:56:17 COT 2013
Se envió DHCP_ACK a: [C4-2C-03-E8-D2-FF] con la IP: [192.168.0.101] || FECHA: Thu May 23 12:56:17 COT 2013
Recibido REQUEST de: [B8-C6-8E-AC-32-46] || FECHA: Thu May 23 12:56:22 COT 2013
Se envió DHCP_ACK a: [B8-C6-8E-AC-32-46] con la IP: [192.168.0.100] || FECHA: Thu May 23 12:56:22 COT 2013
Recibido REQUEST de: [B8-C6-8E-AC-32-46] || FECHA: Thu May 23 12:57:53 COT 2013
Recibido REQUEST de: [B8-C6-8E-AC-32-46] || FECHA: Thu May 23 12:57:55 COT 2013
Recibido DISCOVERY de: [B8-C6-8E-AC-32-46] || FECHA: Thu May 23 12:57:57 COT 2013
Se envió DHCP_OFFFER a: [B8-C6-8E-AC-32-46] con la IP: [192.168.0.100] || FECHA: Thu May 23 12:57:57 COT 2013
Recibido REQUEST de: [B8-C6-8E-AC-32-46] || FECHA: Thu May 23 12:57:57 COT 2013
Se envió DHCP_ACK a: [B8-C6-8E-AC-32-46] con la IP: [192.168.0.100] || FECHA: Thu May 23 12:57:57 COT 2013
Recibido REQUEST de: [B8-C6-8E-AC-32-46] || FECHA: Thu May 23 12:58:16 COT 2013
Se envió DHCP_ACK a: [B8-C6-8E-AC-32-46] con la IP: [192.168.0.100] || FECHA: Thu May 23 12:58:16 COT 2013
Recibido REQUEST de: [B8-C6-8E-AC-32-46] || FECHA: Thu May 23 12:59:42 COT 2013
Recibido REQUEST de: [B8-C6-8E-AC-32-46] || FECHA: Thu May 23 12:59:44 COT 2013
Recibido DISCOVERY de: [B8-C6-8E-AC-32-46] || FECHA: Thu May 23 12:59:46 COT 2013
Se envió DHCP_OFFFER a: [B8-C6-8E-AC-32-46] con la IP: [192.168.0.100] || FECHA: Thu May 23 12:59:46 COT 2013
Recibido REQUEST de: [B8-C6-8E-AC-32-46] || FECHA: Thu May 23 12:59:46 COT 2013
Se envió DHCP_ACK a: [B8-C6-8E-AC-32-46] con la IP: [192.168.0.100] || FECHA: Thu May 23 12:59:46 COT 2013
Recibido REQUEST de: [B8-C6-8E-AC-32-46] || FECHA: Thu May 23 12:59:53 COT 2013
Se envió DHCP_ACK a: [B8-C6-8E-AC-32-46] con la IP: [192.168.0.100] || FECHA: Thu May 23 12:59:53 COT 2013
Recibido DISCOVERY de: [C4-2C-03-E8-D2-FF] || FECHA: Thu May 23 13:00:19 COT 2013
Se envió DHCP_OFFFER a: [C4-2C-03-E8-D2-FF] con la IP: [192.168.0.101] || FECHA: Thu May 23 13:00:19 COT 2013
Recibido REQUEST de: [C4-2C-03-E8-D2-FF] || FECHA: Thu May 23 13:00:20 COT 2013
Se envió DHCP_ACK a: [C4-2C-03-E8-D2-FF] con la IP: [192.168.0.101] || FECHA: Thu May 23 13:00:21 COT 2013
Recibido REQUEST de: [B8-C6-8E-AC-32-46] || FECHA: Thu May 23 13:01:17 COT 2013
Recibido REQUEST de: [B8-C6-8E-AC-32-46] || FECHA: Thu May 23 13:01:24 COT 2013
Recibido REQUEST de: [B8-C6-8E-AC-32-46] || FECHA: Thu May 23 13:01:26 COT 2013
Recibido DISCOVERY de: [B8-C6-8E-AC-32-46] || FECHA: Thu May 23 13:01:28 COT 2013
Se envió DHCP_OFFFER a: [B8-C6-8E-AC-32-46] con la IP: [192.168.0.100] || FECHA: Thu May 23 13:01:28 COT 2013
Recibido REQUEST de: [B8-C6-8E-AC-32-46] || FECHA: Thu May 23 13:01:28 COT 2013
